location,sample_num,lake,area,coordinate,date_caught,date_examined,gear,time_collected,surface_temp,num,length,weight,sex,num_schist,wt_schist,num_triaen,loc_triaen,num_acanth,num_nematodes,num_copepods,num_skin_cysts,color,kidney,testes,wt_ovary,num_of_ova,ova_dia,condition,stomach_content,keel,plates,dorsal_rays,anal_rays,remarks,remarks_notes
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/60,3,16:00,47,21,66,259,2,0,0,0,NA,0,0,0,0,1,1,NA,9,92,15,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/60,3,16:00,47,22,60,179,2,0,0,0,NA,0,0,0,0,1,1,NA,7,82,13,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/60,3,16:00,47,23,53,129,2,0,0,0,NA,0,0,0,0,1,1,NA,7,66,13,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/60,3,16:00,47,24,62,218,2,0,0,1,3,0,0,0,0,1,1,NA,1,93,15,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/12/60,3,16:00,47,25,66,250,2,0,0,0,NA,0,0,0,0,1,1,NA,1,92,17,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,1,65,239,2,0,0,0,NA,0,0,1,0,1,1,NA,22,85,13,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,2,53,116,2,0,0,0,NA,0,0,0,8,1,1,NA,15,52,12,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,3,51,121,2,0,0,0,NA,0,0,0,1,1,1,NA,14,76,10,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,4,55,163,2,0,0,0,NA,0,0,0,0,1,1,NA,29,99,13,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,5,61,194,2,1,40,0,NA,0,0,0,0,1,1,NA,2,NA,NA,1,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,6,55,139,2,0,0,0,NA,0,0,3,0,1,1,NA,18,93,12,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,7,45,79,1,0,0,0,NA,0,0,1,1,1,1,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,8,63,238,2,0,0,0,NA,0,0,0,0,1,1,NA,25,90,12,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,9,52,103,2,0,0,0,NA,0,0,0,6,1,1,NA,8,58,7,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,10,49,84,1,1,18,0,NA,0,0,0,0,1,1,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,11,61,233,2,2,1,0,NA,1,0,2,0,1,1,NA,21,102,11,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/16/60,3,16:00,47,12,65,236,2,2,53,0,NA,0,0,0,0,1,1,NA,13,117,7,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,13,65,231,2,0,0,0,NA,0,0,1,0,1,1,NA,24,116,12,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,14,64,232,2,0,0,0,NA,0,0,0,0,1,1,NA,25,124,12,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,15,52,123,2,1,24,0,NA,0,0,0,0,1,1,NA,2,NA,NA,1,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,16,61,202,2,0,0,0,NA,1,0,0,0,1,1,NA,20,70,13,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,17,50,97,1,0,0,0,NA,0,0,1,0,1,1,3,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,18,61,177,2,0,0,0,NA,0,0,1,0,1,1,NA,18,64,15,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,19,63,242,2,0,0,0,NA,0,0,1,0,1,1,NA,28,115,12,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,20,61,205,2,0,0,0,NA,0,0,2,0,1,1,NA,23,98,12,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,21,50,100,2,0,0,0,NA,0,0,0,0,1,1,NA,11,45,11,2,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,22,52,122,1,1,19,0,NA,0,0,1,1,1,1,3,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,23,63,208,2,0,0,0,NA,0,0,0,0,1,1,NA,22,74,12,2,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,24,54,119,2,1,10,0,NA,0,0,2,0,1,1,NA,3,NA,NA,1,31,4,NA,NA,NA,NA,NA
"Picnic Island, Aleknagik",5,1,8,0647,6/17/60,7/17/60,3,16:00,47,25,61,185,2,0,0,0,NA,0,0,0,0,1,1,NA,11,96,7,2,31,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,1,55,120,1,1,1,0,NA,0,0,2,8,NA,1,2,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,2,64,198,2,1,1,0,NA,0,1,2,0,NA,1,NA,19,138,11,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,3,47,81,2,0,0,0,NA,0,0,0,0,NA,1,NA,1,NA,NA,1,31,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,4,62,193,2,2,4,0,NA,0,0,1,0,NA,1,NA,18,121,10,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,5,67,273,2,1,28,0,NA,0,0,1,0,NA,1,NA,23,75,15,2,36,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,6,62,171,1,0,0,0,NA,0,0,1,0,NA,2,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,7,52,111,2,1,23,0,NA,0,0,0,0,NA,1,NA,2,NA,NA,1,33,3,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,8,54,131,2,1,24,0,NA,0,0,2,0,NA,1,NA,3,NA,NA,1,32,3,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,9,54,120,1,0,0,0,NA,0,0,0,0,NA,2,2,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,10,69,375,2,3,43,0,NA,1,0,0,0,NA,1,NA,17,76,7,4,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,11,61,178,2,2,1,0,NA,0,0,0,0,NA,1,NA,16,95,10,2,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,12,68,287,2,2,33,0,NA,0,2,4,0,NA,1,NA,16,91,10,2,36,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,13,63,209,2,1,24,0,NA,0,0,1,0,NA,1,NA,18,118,12,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,14,61,173,1,0,0,0,NA,0,0,1,0,NA,3,2,NA,NA,NA,NA,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,15,58,143,2,1,34,0,NA,0,0,2,0,NA,1,NA,7,57,10,2,22,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,16,48,77,2,0,0,0,NA,0,0,0,0,NA,1,NA,1,NA,NA,1,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,17,66,292,2,2,46,0,NA,0,0,1,0,NA,1,NA,20,132,10,2,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,18,65,255,2,4,35,0,NA,0,0,1,0,NA,1,NA,14,52,11,2,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,19,74,310,2,3,61,0,NA,1,0,0,0,NA,1,NA,13,NA,5,4,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,20,58,170,2,1,29,0,NA,0,0,0,0,NA,1,NA,3,NA,NA,1,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,21,64,223,1,2,11,0,NA,0,0,0,0,NA,1,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,22,61,184,2,1,23,0,NA,0,0,0,0,NA,1,NA,4,NA,NA,1,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,23,52,99,1,1,1,0,NA,0,0,0,0,NA,2,1,NA,NA,NA,NA,31,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,24,65,278,1,1,46,0,NA,0,0,2,0,NA,2,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,25,58,184,2,2,30,0,NA,0,0,0,3,NA,1,NA,15,95,11,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,26,59,175,1,3,23,0,NA,0,0,1,0,NA,2,2,NA,NA,NA,NA,33,3,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,27,63,234,2,1,3,0,NA,1,0,0,0,NA,1,NA,20,107,10,2,28,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,28,62,223,2,1,39,0,NA,0,1,0,0,NA,1,NA,11,108,8,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,29,51,108,1,2,29,0,NA,0,0,0,0,NA,1,3,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,30,63,210,2,6,61,0,NA,0,0,2,NA,NA,1,NA,9,NA,5,4,10,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,31,61,214,2,2,34,0,NA,0,0,0,0,NA,1,NA,23,114,11,2,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,32,61,165,2,2,2,0,NA,1,0,0,0,NA,1,NA,26,113,12,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,33,55,136,1,1,21,0,NA,0,0,1,0,NA,1,2,NA,NA,NA,NA,32,2,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,34,72,319,2,1,44,1,3,0,0,0,0,NA,1,NA,32,152,12,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,35,62,169,2,0,0,0,NA,0,0,0,0,NA,1,NA,13,66,10,2,10,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,36,61,149,2,0,0,0,NA,0,0,0,0,NA,1,NA,8,NA,5,4,31,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,37,66,264,2,2,39,1,3,0,0,0,0,NA,1,NA,16,93,10,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,38,53,129,1,2,18,0,NA,0,0,0,0,NA,1,3,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,39,69,265,2,3,28,0,NA,0,0,0,0,NA,1,NA,17,97,10,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,40,73,377,2,1,42,0,NA,0,2,0,0,NA,1,NA,30,160,12,2,37,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,41,60,178,2,1,30,0,NA,0,0,0,0,NA,1,NA,3,NA,NA,1,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,42,65,268,1,1,14,1,3,0,0,0,0,NA,2,1,NA,NA,NA,NA,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,43,67,304,2,3,2,0,NA,1,0,0,0,NA,1,NA,27,130,11,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,44,71,203,1,0,0,0,NA,1,0,0,0,NA,2,1,NA,NA,NA,NA,22,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,45,67,283,2,4,70,1,8,0,0,0,0,NA,1,NA,29,125,12,2,36,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,46,66,264,2,2,26,0,NA,0,0,0,0,NA,1,NA,15,127,10,2,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,47,69,278,2,2,40,2,3,0,4,2,0,NA,1,NA,22,9,15,4,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,48,65,268,2,0,0,0,NA,0,0,1,0,NA,1,NA,40,120,17,2,33,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,49,59,159,2,1,31,0,NA,0,0,0,0,NA,1,NA,5,NA,5,4,32,4,NA,NA,NA,NA,NA
"Mouth of Hansens Creek, Aleknagik",7,1,6,0840,7/1/60,10/17/60,3,11:30,55,50,53,121,2,1,18,0,NA,0,0,0,8,NA,1,NA,1,NA,NA,1,28,4,NA,NA,NA,NA,NA
